year,country,sp_dyn_imrt_in
1969,lbr,194.9
1970,lbr,191.3
1971,lbr,187.8
1972,lbr,184.4
1973,lbr,181.0
1974,lbr,177.5
1975,lbr,174.2
1976,lbr,171.3
1977,lbr,168.3
1978,lbr,165.7
1979,lbr,163.1
1980,lbr,160.8
1981,lbr,158.7
1982,lbr,157.1
1983,lbr,156.1
1984,lbr,155.9
1985,lbr,156.7
1986,lbr,158.6
1987,lbr,161.5
1988,lbr,164.6
1989,lbr,167.7
1990,lbr,170.1
1991,lbr,171.2
1992,lbr,170.3
1993,lbr,167.8
1994,lbr,163.7
1995,lbr,158.3
1996,lbr,151.9
1997,lbr,145.2
1998,lbr,138.1
1999,lbr,130.6
2000,lbr,123.0
2001,lbr,115.6
2002,lbr,108.2
2003,lbr,101.0
2004,lbr,94.0
2005,lbr,87.6
2006,lbr,81.9
2007,lbr,76.9
2008,lbr,72.5
2009,lbr,68.6
2010,lbr,65.2
2011,lbr,62.1
2012,lbr,59.4
2013,lbr,56.9
2014,lbr,54.7
2015,lbr,52.8
1960,lby,164.5
1961,lby,156.1
1962,lby,148.4
1963,lby,140.9
1964,lby,133.5
1965,lby,126.6
1966,lby,119.8
1967,lby,113.3
1968,lby,107.1
1969,lby,101.4
1970,lby,96.0
1971,lby,90.9
1972,lby,86.0
1973,lby,81.3
1974,lby,76.9
1975,lby,72.8
1976,lby,69.0
1977,lby,65.6
1978,lby,62.5
1979,lby,59.6
1980,lby,57.0
1981,lby,54.6
1982,lby,52.2
1983,lby,49.9
1984,lby,47.6
1985,lby,45.5
1986,lby,43.4
1987,lby,41.3
1988,lby,39.3
1989,lby,37.3
1990,lby,35.5
1991,lby,33.8
1992,lby,32.2
1993,lby,30.8
1994,lby,29.6
1995,lby,28.4
1996,lby,27.4
1997,lby,26.5
1998,lby,25.7
1999,lby,24.9
2000,lby,24.2
2001,lby,23.4
2002,lby,22.7
2003,lby,21.9
2004,lby,20.9
2005,lby,19.8
2006,lby,18.6
2007,lby,17.3
2008,lby,16.1
2009,lby,15.1
2010,lby,14.3
2011,lby,13.9
2012,lby,12.9
2013,lby,12.4
2014,lby,11.9
2015,lby,11.4
1967,ltu,24.1
1968,ltu,23.3
1969,ltu,22.1
1970,ltu,20.5
1971,ltu,18.9
1972,ltu,18.4
1973,ltu,18.9
1974,ltu,19.8
1975,ltu,20.2
1976,ltu,20.1
1977,ltu,19.7
1978,ltu,19.3
1979,ltu,18.8
1980,ltu,18.1
1981,ltu,17.6
1982,ltu,17.1
1983,ltu,16.6
1984,ltu,16.1
1985,ltu,15.4
1986,ltu,14.5
1987,ltu,13.6
1988,ltu,12.8
1989,ltu,12.5
1990,ltu,13.4
1991,ltu,14.9
1992,ltu,16.1
1993,ltu,16.0
1994,ltu,14.9
1995,ltu,13.5
1996,ltu,12.0
1997,ltu,11.0
1998,ltu,10.4
1999,ltu,10.0
2000,ltu,9.6
2001,ltu,9.2
2002,ltu,8.9
2003,ltu,8.7
2004,ltu,8.4
2005,ltu,8.1
2006,ltu,7.7
2007,ltu,7.2
2008,ltu,6.7
2009,ltu,6.1
2010,ltu,5.6
2011,ltu,5.0
2012,ltu,4.5
2013,ltu,4.0
2014,ltu,3.6
2015,ltu,3.3
1964,lux,25.4
1965,lux,24.4
1966,lux,23.4
1967,lux,22.4
1968,lux,21.3
1969,lux,20.3
1970,lux,19.3
1971,lux,18.1
1972,lux,17.1
1973,lux,16.1
1974,lux,15.1
1975,lux,14.2
1976,lux,13.4
1977,lux,12.8
1978,lux,12.2
1979,lux,11.7
1980,lux,11.2
1981,lux,10.9
1982,lux,10.5
1983,lux,10.1
1984,lux,9.7
1985,lux,9.4
1986,lux,8.9
1987,lux,8.5
1988,lux,8.1
1989,lux,7.7
1990,lux,7.3
1991,lux,6.8
1992,lux,6.3
1993,lux,6.0
1994,lux,5.6
1995,lux,5.2
1996,lux,4.9
1997,lux,4.6
1998,lux,4.4
1999,lux,4.1
2000,lux,3.9
2001,lux,3.7
2002,lux,3.4
2003,lux,3.3
2004,lux,3.0
2005,lux,2.8
2006,lux,2.6
2007,lux,2.4
2008,lux,2.2
2009,lux,2.0
2010,lux,1.9
2011,lux,1.8
2012,lux,1.6
2013,lux,1.6
2014,lux,1.6
2015,lux,1.5
1981,mkd,51.6
1982,mkd,50.2
1983,mkd,48.3
1984,mkd,46.2
1985,mkd,45.0
1986,mkd,44.3
1987,mkd,42.9
1988,mkd,39.7
1989,mkd,35.9
1990,mkd,33.0
1991,mkd,31.5
1992,mkd,30.1
1993,mkd,27.9
1994,mkd,24.9
1995,mkd,22.0
1996,mkd,19.5
1997,mkd,17.5
1998,mkd,16.1
1999,mkd,15.0
2000,mkd,14.2
2001,mkd,13.5
2002,mkd,12.8
2003,mkd,12.6
2004,mkd,12.4
2005,mkd,12.1
2006,mkd,11.6
2007,mkd,11.0
2008,mkd,10.4
2009,mkd,9.6
2010,mkd,8.7
2011,mkd,7.5
2012,mkd,6.5
2013,mkd,5.8
2014,mkd,5.2
2015,mkd,4.8
1968,mdg,91.5
1969,mdg,92.4
1970,mdg,93.2
1971,mdg,94.2
1972,mdg,95.3
1973,mdg,96.7
1974,mdg,98.2
1975,mdg,99.5
1976,mdg,100.8
1977,mdg,101.9
1978,mdg,103.0
1979,mdg,104.1
1980,mdg,105.4
1981,mdg,107.0
1982,mdg,108.5
1983,mdg,109.6
1984,mdg,110.0
1985,mdg,109.6
1986,mdg,108.3
1987,mdg,106.4
1988,mdg,103.9
1989,mdg,101.0
1990,mdg,98.1
1991,mdg,95.4
1992,mdg,92.9
1993,mdg,90.7
1994,mdg,88.4
1995,mdg,85.9
1996,mdg,83.1
1997,mdg,80.0
1998,mdg,76.7
1999,mdg,73.2
2000,mdg,69.7
2001,mdg,66.2
2002,mdg,62.9
2003,mdg,59.7
2004,mdg,56.5
2005,mdg,53.5
2006,mdg,50.6
2007,mdg,47.9
2008,mdg,45.7
2009,mdg,43.8
2010,mdg,42.1
2011,mdg,40.6
2012,mdg,39.3
2013,mdg,38.1
2014,mdg,37.0
2015,mdg,35.9
1964,mwi,214.3
1965,mwi,213.3
1966,mwi,212.3
1967,mwi,211.5
1968,mwi,210.8
1969,mwi,209.6
1970,mwi,207.7
1971,mwi,204.8
1972,mwi,200.6
1973,mwi,195.5
1974,mwi,189.9
1975,mwi,184.0
1976,mwi,177.5
1977,mwi,170.6
1978,mwi,163.8
1979,mwi,157.4
1980,mwi,151.8
1981,mwi,147.3
1982,mwi,144.4
1983,mwi,143.4
1984,mwi,144.6
1985,mwi,146.9
1986,mwi,149.0
1987,mwi,149.6
1988,mwi,148.6
1989,mwi,146.2
1990,mwi,142.5
1991,mwi,137.9
1992,mwi,133.1
1993,mwi,128.6
1994,mwi,124.9
1995,mwi,121.9
1996,mwi,119.5
1997,mwi,117.1
1998,mwi,113.9
1999,mwi,109.4
2000,mwi,103.5
2001,mwi,96.5
2002,mwi,88.8
2003,mwi,81.6
2004,mwi,75.5
2005,mwi,70.7
2006,mwi,67.1
2007,mwi,64.5
2008,mwi,61.7
2009,mwi,59.6
2010,mwi,57.5
2011,mwi,53.8
2012,mwi,50.2
2013,mwi,47.3
2014,mwi,45.1
2015,mwi,43.4
1960,mys,67.4
1961,mys,64.2
1962,mys,61.1
1963,mys,58.3
1964,mys,55.8
1965,mys,53.4
1966,mys,51.2
1967,mys,49.1
1968,mys,47.2
1969,mys,45.3
1970,mys,43.5
1971,mys,41.7
1972,mys,39.8
1973,mys,38.0
1974,mys,36.1
1975,mys,34.2
1976,mys,32.4
1977,mys,30.5
1978,mys,28.8
1979,mys,27.0
1980,mys,25.4
1981,mys,23.8
1982,mys,22.4
1983,mys,21.0
1984,mys,19.7
1985,mys,18.6
1986,mys,17.5
1987,mys,16.6
1988,mys,15.7
1989,mys,15.0
1990,mys,14.3
1991,mys,13.6
1992,mys,13.0
1993,mys,12.4
1994,mys,11.9
1995,mys,11.5
1996,mys,11.1
1997,mys,10.7
1998,mys,10.1
1999,mys,9.4
2000,mys,8.7
2001,mys,8.1
2002,mys,7.6
2003,mys,7.3
2004,mys,7.1
2005,mys,7.0
2006,mys,6.9
2007,mys,6.9
2008,mys,6.9
2009,mys,6.9
2010,mys,6.8
2011,mys,6.7
2012,mys,6.6
2013,mys,6.4
2014,mys,6.2
2015,mys,6.0
1963,mdv,217.1
1964,mdv,211.1
1965,mdv,205.3
1966,mdv,199.2
1967,mdv,193.1
1968,mdv,186.9
1969,mdv,180.5
1970,mdv,174.0
1971,mdv,167.1
1972,mdv,159.7
1973,mdv,152.0
1974,mdv,144.4
1975,mdv,137.2
1976,mdv,130.3
1977,mdv,123.7
1978,mdv,117.7
1979,mdv,112.1
1980,mdv,106.8
1981,mdv,101.9
1982,mdv,97.3
1983,mdv,92.9
1984,mdv,88.8
1985,mdv,84.9
1986,mdv,81.2
1987,mdv,77.7
1988,mdv,74.4
1989,mdv,71.2
1990,mdv,68.2
1991,mdv,65.3
1992,mdv,62.5
1993,mdv,59.5
1994,mdv,56.5
1995,mdv,53.4
1996,mdv,50.1
1997,mdv,46.7
1998,mdv,43.1
1999,mdv,39.4
2000,mdv,35.6
2001,mdv,31.8
2002,mdv,28.3
2003,mdv,24.9
2004,mdv,22.6
2005,mdv,19.4
2006,mdv,17.2
2007,mdv,15.3
2008,mdv,13.7
2009,mdv,12.4
2010,mdv,11.2
2011,mdv,10.1
2012,mdv,9.2
2013,mdv,8.4
2014,mdv,7.8
2015,mdv,7.4
1963,mli,216.5
1964,mli,212.8
1965,mli,209.2
1966,mli,206.1
1967,mli,203.0
1968,mli,200.3
1969,mli,197.9
1970,mli,195.7
1971,mli,193.5
1972,mli,191.1
1973,mli,188.2
1974,mli,184.8
1975,mli,180.9
1976,mli,176.9
1977,mli,172.8
1978,mli,168.7
1979,mli,164.8
1980,mli,161.2
1981,mli,157.7
1982,mli,154.2
1983,mli,150.5
1984,mli,147.0
1985,mli,143.7
1986,mli,140.7
1987,mli,137.8
1988,mli,135.2
1989,mli,132.8
1990,mli,130.6
1991,mli,128.7
1992,mli,127.3
1993,mli,126.2
1994,mli,125.3
1995,mli,124.5
1996,mli,123.6
1997,mli,122.6
1998,mli,121.0
1999,mli,118.9
2000,mli,116.0
2001,mli,112.6
2002,mli,108.8
2003,mli,104.7
2004,mli,100.6
2005,mli,96.7
2006,mli,93.2
2007,mli,90.1
2008,mli,87.5
2009,mli,85.0
2010,mli,82.9
2011,mli,81.0
2012,mli,79.2
2013,mli,77.6
2014,mli,75.9
2015,mli,74.5
1960,mlt,36.4
1961,mlt,34.9
1962,mlt,33.7
1963,mlt,32.6
1964,mlt,31.6
1965,mlt,30.6
1966,mlt,29.5
1967,mlt,28.3
1968,mlt,27.2
1969,mlt,26.0
1970,mlt,24.7
1971,mlt,23.6
1972,mlt,22.3
1973,mlt,21.2
1974,mlt,20.1
1975,mlt,19.0
1976,mlt,17.9
1977,mlt,17.0
1978,mlt,16.2
1979,mlt,15.6
1980,mlt,15.0
1981,mlt,14.4
1982,mlt,13.9
1983,mlt,13.4
1984,mlt,12.8
1985,mlt,12.3
1986,mlt,11.7
1987,mlt,11.3
1988,mlt,10.9
1989,mlt,10.4
1990,mlt,10.0
1991,mlt,9.7
1992,mlt,9.3
1993,mlt,9.0
1994,mlt,8.7
1995,mlt,8.4
1996,mlt,8.0
1997,mlt,7.6
1998,mlt,7.4
1999,mlt,7.1
2000,mlt,6.8
2001,mlt,6.6
2002,mlt,6.4
2003,mlt,6.2
2004,mlt,6.1
2005,mlt,6.0
2006,mlt,5.9
2007,mlt,5.9
2008,mlt,5.8
2009,mlt,5.7
2010,mlt,5.6
2011,mlt,5.6
2012,mlt,5.5
2013,mlt,5.3
2014,mlt,5.2
2015,mlt,5.1
1960,mhl,90.4
1961,mhl,87.0
1962,mhl,83.8
1963,mhl,80.8
1964,mhl,77.9
1965,mhl,75.2
1966,mhl,72.6
1967,mhl,70.2
1968,mhl,68.0
1969,mhl,65.9
1970,mhl,64.0
1971,mhl,62.3
1972,mhl,60.7
1973,mhl,59.5
1974,mhl,58.4
1975,mhl,57.5
1976,mhl,56.7
1977,mhl,55.9
1978,mhl,55.1
1979,mhl,54.2
1980,mhl,53.2
1981,mhl,52.1
1982,mhl,50.9
1983,mhl,49.6
1984,mhl,48.2
1985,mhl,46.8
1986,mhl,45.5
1987,mhl,44.1
1988,mhl,42.6
1989,mhl,41.1
1990,mhl,39.7
1991,mhl,38.3
1992,mhl,37.0
1993,mhl,35.8
1994,mhl,34.9
1995,mhl,34.2
1996,mhl,33.8
1997,mhl,33.6
1998,mhl,33.5
1999,mhl,33.5
2000,mhl,33.5
2001,mhl,33.3
2002,mhl,33.2
2003,mhl,33.0
2004,mhl,32.7
2005,mhl,32.5
2006,mhl,32.4
2007,mhl,32.2
2008,mhl,32.1
2009,mhl,31.9
2010,mhl,31.8
2011,mhl,31.6
2012,mhl,31.2
2013,mhl,30.8
2014,mhl,30.2
2015,mhl,29.6
1960,mrt,135.0
1961,mrt,131.9
1962,mrt,128.9
1963,mrt,126.0
1964,mrt,123.1
1965,mrt,120.3
1966,mrt,117.6
1967,mrt,114.8
1968,mrt,112.2
1969,mrt,110.0
1970,mrt,108.5
1971,mrt,107.5
1972,mrt,107.0
1973,mrt,106.6
1974,mrt,106.1
1975,mrt,105.1
1976,mrt,103.6
1977,mrt,102.0
1978,mrt,100.1
1979,mrt,98.1
1980,mrt,96.3
1981,mrt,94.4
1982,mrt,92.5
1983,mrt,90.6
1984,mrt,88.5
1985,mrt,86.3
1986,mrt,84.1
1987,mrt,82.1
1988,mrt,80.4
1989,mrt,79.0
1990,mrt,77.9
1991,mrt,77.2
1992,mrt,76.7
1993,mrt,76.4
1994,mrt,76.3
1995,mrt,76.3
1996,mrt,76.3
1997,mrt,76.3
1998,mrt,76.3
1999,mrt,76.2
2000,mrt,76.2
2001,mrt,76.0
2002,mrt,75.9
2003,mrt,75.7
2004,mrt,75.3
2005,mrt,74.7
2006,mrt,74.0
2007,mrt,73.1
2008,mrt,72.1
2009,mrt,71.1
2010,mrt,70.1
2011,mrt,69.2
2012,mrt,68.1
2013,mrt,67.2
2014,mrt,66.1
2015,mrt,65.1
1960,mus,67.8
1961,mus,66.3
1962,mus,63.6
1963,mus,59.9
1964,mus,58.1
1965,mus,60.5
1966,mus,65.5
1967,mus,68.4
1968,mus,66.5
1969,mus,62.8
1970,mus,60.3
1971,mus,59.4
1972,mus,58.7
1973,mus,57.4
1974,mus,54.5
1975,mus,49.6
1976,mus,44.1
1977,mus,39.5
1978,mus,36.3
1979,mus,34.0
1980,mus,32.3
1981,mus,30.5
1982,mus,28.3
1983,mus,25.7
1984,mus,23.9
1985,mus,23.7
1986,mus,24.4
1987,mus,24.4
1988,mus,23.1
1989,mus,21.3
1990,mus,19.9
1991,mus,18.8
1992,mus,18.4
1993,mus,18.4
1994,mus,18.8
1995,mus,19.4
1996,mus,19.9
1997,mus,19.8
1998,mus,19.0
1999,mus,17.8
2000,mus,16.4
2001,mus,15.1
2002,mus,14.2
2003,mus,13.8
2004,mus,13.7
2005,mus,13.8
2006,mus,14.0
2007,mus,14.1
2008,mus,13.9
2009,mus,13.6
2010,mus,13.3
2011,mus,13.1
2012,mus,12.8
2013,mus,12.6
2014,mus,12.2
2015,mus,11.8
1963,mex,90.8
1964,mex,89.3
1965,mex,87.6
1966,mex,86.0
1967,mex,84.1
1968,mex,82.0
1969,mex,79.8
1970,mex,77.5
1971,mex,75.1
1972,mex,72.7
1973,mex,70.5
1974,mex,68.5
1975,mex,66.6
1976,mex,64.7
1977,mex,62.8
1978,mex,60.7
1979,mex,58.5
1980,mex,56.1
1981,mex,53.7
1982,mex,51.4
1983,mex,49.2
1984,mex,47.3
1985,mex,45.5
1986,mex,43.8
1987,mex,42.1
1988,mex,40.5
1989,mex,38.8
1990,mex,37.1
1991,mex,35.4
1992,mex,33.7
1993,mex,32.0
1994,mex,30.4
1995,mex,28.8
1996,mex,27.3
1997,mex,25.8
1998,mex,24.3
1999,mex,22.9
2000,mex,21.6
2001,mex,20.4
2002,mex,19.3
2003,mex,18.2
2004,mex,17.4
2005,mex,16.7
2006,mex,16.2
2007,mex,15.8
2008,mex,15.4
2009,mex,15.0
2010,mex,14.4
2011,mex,13.8
2012,mex,13.1
2013,mex,12.5
2014,mex,11.9
2015,mex,11.3
1981,fsm,44.4
1982,fsm,45.0
1983,fsm,45.4
1984,fsm,45.7
1985,fsm,45.6
1986,fsm,45.4
1987,fsm,45.0
1988,fsm,44.4
1989,fsm,43.9
1990,fsm,43.4
1991,fsm,43.1
1992,fsm,43.0
1993,fsm,43.0
1994,fsm,43.1
1995,fsm,43.3
1996,fsm,43.5
1997,fsm,43.6
1998,fsm,43.3
1999,fsm,42.9
2000,fsm,42.2
2001,fsm,41.5
2002,fsm,40.6
2003,fsm,39.6
2004,fsm,38.6
2005,fsm,37.7
2006,fsm,36.6
2007,fsm,35.7
2008,fsm,34.7
2009,fsm,33.8
2010,fsm,32.9
2011,fsm,32.0
2012,fsm,31.1
2013,fsm,30.2
2014,fsm,29.4
2015,fsm,28.6
1971,mda,49.7
1972,mda,48.5
1973,mda,47.3
1974,mda,46.1
1975,mda,44.9
1976,mda,43.8
1977,mda,42.6
1978,mda,41.6
1979,mda,40.6
1980,mda,39.7
1981,mda,38.7
1982,mda,37.4
1983,mda,36.0
1984,mda,34.5
1985,mda,32.9
1986,mda,31.4
1987,mda,29.9
1988,mda,28.7
1989,mda,27.8
1990,mda,27.3
1991,mda,27.5
1992,mda,28.2
1993,mda,29.2
1994,mda,30.2
1995,mda,31.0
1996,mda,31.3
1997,mda,30.8
1998,mda,29.8
1999,mda,28.1
2000,mda,26.0
2001,mda,23.7
2002,mda,21.5
2003,mda,19.5
2004,mda,18.0
2005,mda,16.9
2006,mda,16.0
2007,mda,15.5
2008,mda,15.2
2009,mda,14.9
2010,mda,14.7
2011,mda,14.5
2012,mda,14.3
2013,mda,14.1
2014,mda,13.9
2015,mda,13.6
1989,mco,6.6
1990,mco,6.4
1991,mco,6.0
1992,mco,5.8
1993,mco,5.5
1994,mco,5.3
1995,mco,5.1
1996,mco,4.9
1997,mco,4.7
1998,mco,4.5
1999,mco,4.3
2000,mco,4.2
2001,mco,4.1
2002,mco,3.9
2003,mco,3.8
2004,mco,3.7
2005,mco,3.7
2006,mco,3.6
2007,mco,3.5
2008,mco,3.4
2009,mco,3.3
2010,mco,3.2
2011,mco,3.2
2012,mco,3.1
2013,mco,3.0
2014,mco,2.9
2015,mco,2.8
1978,mng,121.8
1979,mng,117.4
1980,mng,113.3
1981,mng,109.3
1982,mng,105.6
1983,mng,101.9
1984,mng,98.3
1985,mng,94.6
1986,mng,91.0
1987,mng,87.3
1988,mng,83.7
1989,mng,80.3
1990,mng,76.9
1991,mng,73.8
1992,mng,70.7
1993,mng,67.8
1994,mng,65.0
1995,mng,62.2
1996,mng,59.4
1997,mng,56.6
1998,mng,53.8
1999,mng,51.0
2000,mng,48.2
2001,mng,45.3
2002,mng,42.5
2003,mng,39.8
2004,mng,37.3
2005,mng,34.9
2006,mng,32.7
2007,mng,30.6
2008,mng,28.6
2009,mng,26.8
2010,mng,25.0
2011,mng,23.4
2012,mng,22.1
2013,mng,20.9
2014,mng,19.9
2015,mng,19.0
1984,mne,23.8
1985,mne,21.8
1986,mne,19.9
1987,mne,18.2
1988,mne,16.8
1989,mne,15.7
1990,mne,14.9
1991,mne,14.3
1992,mne,14.0
1993,mne,13.8
1994,mne,13.7
1995,mne,13.6
1996,mne,13.6
1997,mne,13.5
1998,mne,13.2
1999,mne,13.0
2000,mne,12.5
2001,mne,12.0
2002,mne,11.5
2003,mne,10.9
2004,mne,10.1
2005,mne,9.5
2006,mne,8.8
2007,mne,8.2
2008,mne,7.4
2009,mne,6.8
2010,mne,6.3
2011,mne,5.7
2012,mne,5.3
2013,mne,4.9
2014,mne,4.6
2015,mne,4.3
1960,mar,145.0
1961,mar,142.7
1962,mar,140.4
1963,mar,138.0
1964,mar,135.5
1965,mar,133.0
1966,mar,130.4
1967,mar,127.9
1968,mar,125.4
1969,mar,123.0
1970,mar,120.8
1971,mar,118.8
1972,mar,116.8
1973,mar,114.7
1974,mar,112.4
1975,mar,109.9
1976,mar,107.1
1977,mar,104.0
1978,mar,100.7
1979,mar,97.4
1980,mar,94.0
1981,mar,90.6
1982,mar,87.3
1983,mar,83.9
1984,mar,80.6
1985,mar,77.2
1986,mar,74.1
1987,mar,71.0
1988,mar,68.2
1989,mar,65.6
1990,mar,63.1
1991,mar,60.8
1992,mar,58.5
1993,mar,56.2
1994,mar,54.1
1995,mar,51.8
1996,mar,49.7
1997,mar,47.7
1998,mar,45.8
1999,mar,43.9
2000,mar,42.2
2001,mar,40.5
2002,mar,38.9
2003,mar,37.4
2004,mar,35.9
2005,mar,34.5
2006,mar,33.2
2007,mar,31.9
2008,mar,30.7
2009,mar,29.6
2010,mar,28.5
2011,mar,27.4
2012,mar,26.4
2013,mar,25.5
2014,mar,24.6
2015,mar,23.7
1965,moz,185.6
1966,moz,185.0
1967,moz,184.1
1968,moz,183.5
1969,moz,182.6
1970,moz,181.9
1971,moz,181.2
1972,moz,180.5
1973,moz,179.8
1974,moz,179.0
1975,moz,178.0
1976,moz,177.2
1977,moz,176.4
1978,moz,175.7
1979,moz,175.1
1980,moz,174.6
1981,moz,174.1
1982,moz,173.3
1983,moz,172.3
1984,moz,170.9
1985,moz,169.2
1986,moz,167.5
1987,moz,165.7
1988,moz,163.8
1989,moz,161.8
1990,moz,159.7
1991,moz,157.4
1992,moz,154.7
1993,moz,151.5
1994,moz,147.8
1995,moz,143.4
1996,moz,138.3
1997,moz,132.7
1998,moz,126.6
1999,moz,120.7
2000,moz,115.0
2001,moz,109.3
2002,moz,104.0
2003,moz,99.1
2004,moz,94.6
2005,moz,90.4
2006,moz,86.6
2007,moz,81.5
2008,moz,78.0
2009,moz,74.3
2010,moz,71.9
2011,moz,68.1
2012,moz,63.6
2013,moz,60.9
2014,moz,58.5
2015,moz,56.7
1968,mmr,126.6
1969,mmr,123.9
1970,mmr,121.4
1971,mmr,118.9
1972,mmr,116.5
1973,mmr,114.0
1974,mmr,111.6
1975,mmr,109.1
1976,mmr,106.8
1977,mmr,104.3
1978,mmr,101.9
1979,mmr,99.6
1980,mmr,97.3
1981,mmr,95.2
1982,mmr,93.1
1983,mmr,91.2
1984,mmr,89.2
1985,mmr,87.3
1986,mmr,85.5
1987,mmr,83.7
1988,mmr,81.9
1989,mmr,80.1
1990,mmr,78.3
1991,mmr,76.4
1992,mmr,74.6
1993,mmr,72.7
1994,mmr,70.8
1995,mmr,69.0
1996,mmr,67.3
1997,mmr,65.6
1998,mmr,63.9
1999,mmr,62.3
2000,mmr,60.7
2001,mmr,59.2
2002,mmr,57.7
2003,mmr,56.2
2004,mmr,54.7
2005,mmr,53.2
2006,mmr,51.7
2007,mmr,50.2
2008,mmr,53.4
2009,mmr,47.3
2010,mmr,45.8
2011,mmr,44.5
2012,mmr,43.2
2013,mmr,41.9
2014,mmr,40.7
2015,mmr,39.5
1967,nam,62.3
1968,nam,62.3
1969,nam,62.5
1970,nam,62.6
1971,nam,62.8
1972,nam,62.9
1973,nam,63.1
1974,nam,63.3
1975,nam,63.4
1976,nam,63.6
1977,nam,63.7
1978,nam,63.7
1979,nam,63.6
1980,nam,63.2
1981,nam,62.5
1982,nam,61.5
1983,nam,60.2
1984,nam,58.7
1985,nam,57.1
1986,nam,55.4
1987,nam,53.8
1988,nam,52.3
1989,nam,50.8
1990,nam,49.6
1991,nam,48.5
1992,nam,47.8
1993,nam,47.5
1994,nam,47.4
1995,nam,47.6
1996,nam,48.0
1997,nam,48.4
1998,nam,48.9
1999,nam,49.2
2000,nam,49.4
2001,nam,49.2
2002,nam,48.7
2003,nam,48.1
2004,nam,47.1
2005,nam,45.3
2006,nam,44.1
2007,nam,42.7
2008,nam,41.3
2009,nam,39.2
2010,nam,37.5
2011,nam,36.0
2012,nam,35.5
2013,nam,34.3
2014,nam,33.4
2015,nam,32.8
1960,npl,219.6
1961,npl,216.7
1962,npl,213.3
1963,npl,209.4
1964,npl,205.2
1965,npl,200.7
1966,npl,195.9
1967,npl,191.3
1968,npl,186.8
1969,npl,182.6
1970,npl,178.6
1971,npl,174.6
1972,npl,170.9
1973,npl,167.2
1974,npl,163.6
1975,npl,159.9
1976,npl,156.2
1977,npl,152.3
1978,npl,148.3
1979,npl,144.3
1980,npl,140.3
1981,npl,136.2
1982,npl,132.1
1983,npl,128.0
1984,npl,123.9
1985,npl,119.7
1986,npl,115.4
1987,npl,111.1
1988,npl,106.7
1989,npl,102.3
1990,npl,97.7
1991,npl,93.2
1992,npl,88.9
1993,npl,84.7
1994,npl,80.7
1995,npl,76.8
1996,npl,73.1
1997,npl,69.6
1998,npl,66.2
1999,npl,62.8
2000,npl,59.6
2001,npl,56.7
2002,npl,53.8
2003,npl,51.2
2004,npl,48.7
2005,npl,46.3
2006,npl,44.1
2007,npl,42.0
2008,npl,40.0
2009,npl,38.1
2010,npl,36.3
2011,npl,34.6
2012,npl,33.1
2013,npl,31.7
2014,npl,30.5
2015,npl,29.4
1960,nld,16.4
1961,nld,16.1
1962,nld,15.6
1963,nld,15.3
1964,nld,14.9
1965,nld,14.5
1966,nld,14.2
1967,nld,13.8
1968,nld,13.4
1969,nld,13.1
1970,nld,12.6
1971,nld,12.2
1972,nld,11.7
1973,nld,11.3
1974,nld,10.9
1975,nld,10.5
1976,nld,10.1
1977,nld,9.7
1978,nld,9.3
1979,nld,9.0
1980,nld,8.8
1981,nld,8.6
1982,nld,8.4
1983,nld,8.2
1984,nld,8.0
1985,nld,7.9
1986,nld,7.7
1987,nld,7.5
1988,nld,7.2
1989,nld,7.0
1990,nld,6.8
1991,nld,6.5
1992,nld,6.3
1993,nld,6.1
1994,nld,5.8
1995,nld,5.7
1996,nld,5.5
1997,nld,5.3
1998,nld,5.3
1999,nld,5.2
2000,nld,5.1
2001,nld,5.0
2002,nld,4.9
2003,nld,4.7
2004,nld,4.6
2005,nld,4.5
2006,nld,4.3
2007,nld,4.2
2008,nld,4.0
2009,nld,3.8
2010,nld,3.7
2011,nld,3.6
2012,nld,3.5
2013,nld,3.3
2014,nld,3.3
2015,nld,3.2
1960,nzl,22.6
1961,nzl,21.7
1962,nzl,20.9
1963,nzl,20.0
1964,nzl,19.3
1965,nzl,18.7
1966,nzl,18.3
1967,nzl,17.9
1968,nzl,17.5
1969,nzl,17.2
1970,nzl,16.9
1971,nzl,16.5
1972,nzl,16.2
1973,nzl,15.8
1974,nzl,15.4
1975,nzl,14.9
1976,nzl,14.4
1977,nzl,13.9
1978,nzl,13.5
1979,nzl,13.1
1980,nzl,12.7
1981,nzl,12.4
1982,nzl,12.1
1983,nzl,11.9
1984,nzl,11.6
1985,nzl,11.3
1986,nzl,11.0
1987,nzl,10.6
1988,nzl,10.2
1989,nzl,9.7
1990,nzl,9.2
1991,nzl,8.7
1992,nzl,8.2
1993,nzl,7.8
1994,nzl,7.5
1995,nzl,7.1
1996,nzl,6.9
1997,nzl,6.6
1998,nzl,6.4
1999,nzl,6.2
2000,nzl,6.1
2001,nzl,5.9
2002,nzl,5.8
2003,nzl,5.7
2004,nzl,5.5
2005,nzl,5.4
2006,nzl,5.3
2007,nzl,5.3
2008,nzl,5.3
2009,nzl,5.2
2010,nzl,5.1
2011,nzl,5.0
2012,nzl,4.9
2013,nzl,4.9
2014,nzl,4.8
2015,nzl,4.7
1960,nic,134.0
1961,nic,132.5
1962,nic,131.1
1963,nic,129.7
1964,nic,128.2
1965,nic,126.6
1966,nic,125.0
1967,nic,123.1
1968,nic,121.1
1969,nic,118.9
1970,nic,116.6
1971,nic,114.0
